solute,dG_expt,es_mobley,cav_mobley,disp_mobley,np_mobley,es_SLIC,np_SLIC,SASA,SESV,VdWA,VdWV,tot_area,matched_area,Br1,Br2,Br3,C1,C10,C11,C12,C13,C14,C15,C16,C2,C3,C4,C5,C6,C7,C8,C9,Cl1,Cl2,Cl3,Cl4,Cl5,F1,F2,F3,F4,F5,F6,H1,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H2,H20,H21,H22,H3,H4,H5,H6,H7,H8,H9,I1,I2,N1,N2,O1,O2,O3,O4,O5,O6,P1,S1,S2,Br1_type,Br2_type,Br3_type,C1_type,C10_type,C11_type,C12_type,C13_type,C14_type,C15_type,C16_type,C2_type,C3_type,C4_type,C5_type,C6_type,C7_type,C8_type,C9_type,Cl1_type,Cl2_type,Cl3_type,Cl4_type,Cl5_type,F1_type,F2_type,F3_type,F4_type,F5_type,F6_type,H1_type,H10_type,H11_type,H12_type,H13_type,H14_type,H15_type,H16_type,H17_type,H18_type,H19_type,H2_type,H20_type,H21_type,H22_type,H3_type,H4_type,H5_type,H6_type,H7_type,H8_type,H9_type,I1_type,I2_type,N1_type,N2_type,O1_type,O2_type,O3_type,O4_type,O5_type,O6_type,P1_type,S1_type,S2_type,n_amine,n_amide,n_nitro,n_other,o_carbonyl,o_ester,o_nitro,o_hydroxyl,fluorine,h_hydroxyl,h_amine,h_other,num_acceptor,num_donor
buta_13_diene,0.61,-0.96,11.67,-8.78,2.89,-1.41,2.24,237.8,79.8,106.1,74.5,106.312,103.139,0,0,0,0.48,0,0,0,0,0,0,0,0.431,0.252,0.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0.287,0.223,0.25,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butan_1_ol,-4.72,-5.12,13.82,-11.84,1.98,-6.59,2.32,271.4,105.5,132.6,95.7,124.964,101.25,0,0,0,0.433,0,0,0,0,0,0,0,0.197,0.125,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0.259,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.343,0.216,0.305,0.215,0.185,0.31,0.273,0,0,0,0,0.446,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp3-h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
butan_2_ol,-4.62,-5.2,13.62,-11.54,2.08,-5.7,2.31,269.4,106.5,132.4,96.6,122.807,105.42,0,0,0,0.389,0,0,0,0,0,0,0,0.365,0.174,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0.227,0,0,0,0,0,0,0,0,0,0.253,0,0,0,0.336,0.277,0.323,0.337,0.268,0.243,0.28,0,0,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp3-h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
butanenitrile,-3.64,-3.57,13.12,-10.96,2.16,-4.08,2.3,266.2,99.2,126,91.3,120.837,106.236,0,0,0,0.281,0,0,0,0,0,0,0,0.399,0.149,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0,0,0,0,0,0,0,0,0,0,0.328,0,0,0,0.314,0.251,0.223,0.296,0.291,0,0,0,0,0.648,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,0,0,0,0,n-sp,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
butanoic_acid,-6.35,-6.92,13.73,-12.27,1.46,-11.46,2.32,273.3,106.5,133.2,97.1,129.392,106.261,0,0,0,0.172,0,0,0,0,0,0,0,0.454,0.138,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0,0,0,0,0,0,0,0,0,0,0.321,0,0,0,0.404,0.27,0.212,0.245,0.285,0.348,0,0,0,0,0,0.446,0.416,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,0,0,0,0,0,o-sp2,o-sp3-h,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1
butanone,-3.71,-5.05,13.31,-11.23,2.08,-6.09,2.3,263.4,100.3,126.6,91.5,119.484,101.789,0,0,0,0.342,0,0,0,0,0,0,0,0.412,0.16,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0.313,0,0,0,0.316,0.301,0.244,0.223,0.259,0.224,0,0,0,0,0,0.486,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,0,0,0,0,0,o-sp2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
butyraldehyde,-3.18,-5.07,13.18,-11.12,2.06,-6.09,2.3,263.4,100.3,126.6,91.5,119.484,101.789,0,0,0,0.342,0,0,0,0,0,0,0,0.412,0.16,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0.313,0,0,0,0.316,0.301,0.244,0.223,0.259,0.224,0,0,0,0,0,0.486,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,0,0,0,0,0,o-sp2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
chlorobenzene,-1.12,-2.13,14.31,-12.78,1.53,-2.69,2.34,279.9,111.2,134.9,104.2,138.586,132.78,0,0,0,0.306,0,0,0,0,0,0,0,0.305,0.305,0.249,0.249,0.075,0,0,0,0.591,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0.328,0,0,0,0.349,0.241,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,0,0,0,cl,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chlorodifluoromethane,-0.5,-2.32,9.78,-7.5,2.28,-3.49,2.15,199.7,59.2,120.7,77.6,91.489,81.848,0,0,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0,0,0,0,0.551,0.551,0,0,0,0,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cl,0,0,0,0,f,f,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
chloroethane,-0.63,-1.26,10.36,-8.32,2.04,-1.62,2.2,218.3,69.9,94.5,64.6,96.323,91.967,0,0,0,0.39,0,0,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0.617,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0.278,0,0,0,0.306,0.291,0.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,cl,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chloroethylene,-0.59,-1.06,9.57,-7.29,2.28,-1.52,2.16,204.1,60.6,84.2,57.2,91.407,88.083,0,0,0,0.486,0,0,0,0,0,0,0,0.268,0,0,0,0,0,0,0,0.631,0,0,0,0,0,0,0,0,0,0,0.363,0,0,0,0,0,0,0,0,0,0,0.281,0,0,0,0.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,cl,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chlorofluoromethane,-0.77,-2.25,8.94,-6.91,2.03,-3.07,2.13,188.3,52.1,74.6,49.4,84.298,80.511,0,0,0,0.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668,0,0,0,0,0.547,0,0,0,0,0,0.327,0,0,0,0,0,0,0,0,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cl,0,0,0,0,f,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
chloromethane,-0.55,-1.14,8.15,-6.2,1.95,-1.59,2.11,179,46.8,68.9,44.2,76.639,75.825,0,0,0,0.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659,0,0,0,0,0,0,0,0,0,0,0.307,0,0,0,0,0,0,0,0,0,0,0.325,0,0,0,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cl,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cis_12_dimethylcyclohexane,1.58,0.02,17.94,-15.91,2.03,-0.05,2.45,332.7,171.6,185.6,155.3,161.476,131.96,0,0,0,0.221,0,0,0,0,0,0,0,0.234,0.199,0.163,0.049,0.034,0.305,0.339,0,0,0,0,0,0,0,0,0,0,0,0,0.387,0.158,0.121,0.324,0.232,0.191,0.323,0.272,0,0,0,0.197,0,0,0,0.381,0.253,0.269,0.256,0.131,0.252,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanobenzene,-4.1,-4.14,15.1,-13.34,1.76,-5.19,2.36,292.9,116.6,141.3,109.5,143.719,142.017,0,0,0,0.262,0,0,0,0,0,0,0,0.295,0.295,0.295,0.242,0.244,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0.319,0,0,0,0.337,0.279,0.271,0,0,0,0,0,0,0.577,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,0,0,0,0,0,0,n-sp,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
cyclohepta_135_triene,-0.99,-1.97,14.7,-12.58,2.12,-2.74,2.35,286.9,118.3,141.4,110.1,135.814,133.274,0,0,0,0.274,0,0,0,0,0,0,0,0.271,0.272,0.271,0.243,0.242,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0,0,0,0,0,0,0,0,0.295,0,0,0,0.272,0.291,0.297,0.281,0.31,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycloheptanol,-5.48,-5.14,16.69,-15.7,0.99,-6.34,2.42,316.8,155.1,171.8,140.4,153.851,120.599,0,0,0,0.219,0,0,0,0,0,0,0,0.232,0.218,0.218,0.176,0.147,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0.205,0.163,0.309,0.241,0.232,0,0,0,0,0,0.179,0,0,0,0.272,0.302,0.185,0.255,0.313,0.157,0.344,0,0,0,0,0.408,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp3-h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
cyclohexane,1.23,0.01,14.73,-13.07,1.66,-0.04,2.36,289.4,129.8,150.5,117.3,131.568,122.57,0,0,0,0.208,0,0,0,0,0,0,0,0.208,0.208,0.205,0.208,0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0.335,0.246,0.31,0,0,0,0,0,0,0,0.309,0,0,0,0.205,0.331,0.32,0.205,0.33,0.205,0.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyclohexanol,-5.46,-5.28,15.12,-14.1,1.02,-6.85,2.37,296.4,135,156,121.7,141.061,117.76,0,0,0,0.229,0,0,0,0,0,0,0,0.232,0.23,0.182,0.17,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.224,0.182,0.301,0,0,0,0,0,0,0,0.253,0,0,0,0.38,0.264,0.253,0.38,0.183,0.299,0.298,0,0,0,0,0.362,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp3-h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
cyclohexanone,-4.91,-5.14,15.38,-14.08,1.3,-5.86,2.36,292.1,128.7,150.5,117,136.706,121.327,0,0,0,0.089,0,0,0,0,0,0,0,0.199,0.199,0.215,0.217,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.339,0,0,0,0,0,0,0,0,0,0.291,0,0,0,0.292,0.261,0.348,0.263,0.239,0.349,0.249,0,0,0,0,0.501,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
cyclohexene,0.37,-0.53,14.4,-12.31,2.09,-0.73,2.34,282.3,119.1,141.6,108.7,128.403,121.469,0,0,0,0.255,0,0,0,0,0,0,0,0.258,0.196,0.199,0.207,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347,0.312,0,0,0,0,0,0,0,0,0,0.327,0,0,0,0.293,0.256,0.315,0.234,0.256,0.33,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyclohexylamine,-4.59,-5.08,15.58,-14.44,1.14,-4.96,2.37,296.6,137.1,156.1,124.1,143.063,122.992,0,0,0,0.222,0,0,0,0,0,0,0,0.214,0.214,0.187,0.19,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0.276,0.305,0.285,0.222,0,0,0,0,0,0,0.369,0,0,0,0.237,0.366,0.361,0.214,0.255,0.258,0.257,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
cyclopentane,1.2,0.01,12.86,-11.34,1.52,-0.06,2.3,266.2,108.1,131,98.2,117.112,106.506,0,0,0,0.24,0,0,0,0,0,0,0,0.242,0.228,0.227,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0.295,0,0,0,0,0,0,0,0,0,0.294,0,0,0,0.28,0.283,0.303,0.21,0.307,0.253,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyclopentanol,-5.49,-5.27,14.18,-13.06,1.12,-6.71,2.32,272.1,112.9,135.6,102.7,126.279,107.601,0,0,0,0.253,0,0,0,0,0,0,0,0.241,0.224,0.208,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347,0.311,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0.337,0.277,0.255,0.291,0.258,0.324,0.289,0,0,0,0,0.318,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp3-h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
cyclopentanone,-4.7,-4.85,13.61,-12.47,1.14,-5.69,2.31,268.8,107.4,131.1,98,122.097,113.103,0,0,0,0.116,0,0,0,0,0,0,0,0.234,0.234,0.236,0.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0.301,0,0,0,0.306,0.262,0.27,0.34,0.257,0.31,0,0,0,0,0,0.506,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,0,0,0,0,0,o-sp2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
cyclopentene,0.56,-0.58,12.81,-10.85,1.96,-0.85,2.28,257.1,97.2,120.6,90,112.981,113.135,0,0,0,0.281,0,0,0,0,0,0,0,0.281,0.223,0.223,0.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0,0,0,0,0,0,0,0,0,0,0.354,0,0,0,0.308,0.291,0.301,0.299,0.244,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyclopropane,0.75,-0.03,9.85,-7.18,2.67,-0.2,2.19,213.4,67.6,91.6,62.7,86.928,86.586,0,0,0,0.32,0,0,0,0,0,0,0,0.321,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,0,0,0,0,0,0,0,0,0,0.308,0,0,0,0.308,0.28,0.308,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decan_1_ol,-3.64,-5.16,25.7,-23.03,2.67,-7.05,2.76,467.5,237,271,212.3,243.278,176.664,0,0,0,0.514,0.245,0,0,0,0,0,0,0.22,0.138,0.14,0.139,0.139,0.139,0.136,0.167,0,0,0,0,0,0,0,0,0,0,0,0.392,0.234,0.218,0.226,0.189,0.234,0.229,0.209,0.208,0.224,0.273,0.337,0.325,0.295,0.423,0.461,0.292,0.325,0.256,0.187,0.222,0.198,0,0,0,0,0.467,0,0,0,0,0,0,0,0,0,0,0,c-sp3,c-sp3,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,0,0,0,0,o-sp3-h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
decan_2_one,-2.34,-5.26,25.29,-22.01,3.28,-5.66,2.74,460.5,232,265.4,208.6,236.127,175.49,0,0,0,0.124,0.133,0,0,0,0,0,0,0.475,0.472,0.137,0.215,0.096,0.135,0.135,0.135,0,0,0,0,0,0,0,0,0,0,0,0.357,0.332,0.199,0.167,0.235,0.252,0.178,0.231,0.248,0.172,0.245,0.359,0.25,0,0,0.393,0.359,0.348,0.357,0.211,0.256,0.264,0,0,0,0,0.482,0,0,0,0,0,0,0,0,0,0,0,c-sp2,c-sp3,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,h,h,h,h,h,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
di_isopropyl_sulfide,-1.21,-2.56,18.52,-15.86,2.66,-2.65,2.47,340.5,161.2,183.9,146.3,166.986,139.089,0,0,0,0.313,0,0,0,0,0,0,0,0.369,0.312,0.369,0.047,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329,0.328,0.339,0.256,0.148,0.155,0,0,0,0,0,0.144,0,0,0,0.27,0.341,0.316,0.27,0.329,0.158,0.225,0,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,s,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
di_n_butyl_ether,-0.83,-2.65,22.53,-19.29,3.24,-2.5,2.65,418.9,194.4,230.8,174.9,206.398,163.155,0,0,0,0.473,0,0,0,0,0,0,0,0.472,0.202,0.204,0.149,0.149,0.149,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.287,0.214,0.225,0.228,0.188,0.213,0.172,0.178,0.142,0,0.349,0,0,0,0.388,0.359,0.299,0.435,0.31,0.266,0.307,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,h,h,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
di_n_propyl_ether,-1.16,-2.67,18.34,-15.46,2.88,-2.52,2.5,353.8,150.5,184.7,136,167.491,141.319,0,0,0,0.417,0,0,0,0,0,0,0,0.443,0.203,0.212,0.143,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.303,0.215,0.192,0.203,0.204,0,0,0,0,0,0.331,0,0,0,0.283,0.327,0.408,0.316,0.299,0.277,0.279,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
